HGNC ID	Approved Symbol	Approved Name	Entrez Gene ID	Entrez Gene ID(supplied by NCBI)	Ensembl ID(supplied by Ensembl)
HGNC:36476	RPL21P66	ribosomal protein L21 pseudogene 66	100271179	100271179	ENSG00000225343
HGNC:36139	RPL21P67	ribosomal protein L21 pseudogene 67	100271180	100271180	ENSG00000219776
HGNC:35720	RPL21P68	ribosomal protein L21 pseudogene 68	645452	645452	
HGNC:36753	RPL21P69	ribosomal protein L21 pseudogene 69	642738	642738	
HGNC:37024	RPL21P70	ribosomal protein L21 pseudogene 70	646489	646489	
HGNC:36049	RPL21P71	ribosomal protein L21 pseudogene 71	729962	729962	ENSG00000239412
HGNC:37043	RPL21P72	ribosomal protein L21 pseudogene 72	100271181	100271181	
HGNC:36794	RPL21P73	ribosomal protein L21 pseudogene 73	100271182	100271182	
HGNC:35854	RPL21P74	ribosomal protein L21 pseudogene 74	100271184	100271184	
HGNC:36460	RPL21P75	ribosomal protein L21 pseudogene 75	728501	728501	ENSG00000213860
HGNC:37042	RPL21P76	ribosomal protein L21 pseudogene 76	645373	645373	
HGNC:36186	RPL21P77	ribosomal protein L21 pseudogene 77	100271183	100271183	
HGNC:35917	RPL21P78	ribosomal protein L21 pseudogene 78	100271185	100271185	
HGNC:36931	RPL21P79	ribosomal protein L21 pseudogene 79	100271188	100271188	
HGNC:35697	RPL21P80	ribosomal protein L21 pseudogene 80	100133273	100133273	
HGNC:35530	RPL21P81	ribosomal protein L21 pseudogene 81	100271389	100271389	
HGNC:36307	RPL21P82	ribosomal protein L21 pseudogene 82	650059	650059	
HGNC:35864	RPL21P83	ribosomal protein L21 pseudogene 83	100271186	100271186	
HGNC:36612	RPL21P84	ribosomal protein L21 pseudogene 84	100271187	100271187	
HGNC:35694	RPL21P85	ribosomal protein L21 pseudogene 85	100271189	100271189	
HGNC:37032	RPL21P86	ribosomal protein L21 pseudogene 86	100271190	100271190	
HGNC:36411	RPL21P87	ribosomal protein L21 pseudogene 87	100131672	100131672	
HGNC:35714	RPL21P88	ribosomal protein L21 pseudogene 88	100271421	100271421	ENSG00000238263
HGNC:36474	RPL21P89	ribosomal protein L21 pseudogene 89	100271422	100271422	ENSG00000229870
HGNC:35548	RPL21P90	ribosomal protein L21 pseudogene 90	100271423	100271423	ENSG00000227805
HGNC:36450	RPL21P91	ribosomal protein L21 pseudogene 91	100271424	100271424	ENSG00000224907
HGNC:35606	RPL21P92	ribosomal protein L21 pseudogene 92	100130400	100130400	ENSG00000225922
HGNC:35646	RPL21P93	ribosomal protein L21 pseudogene 93	653665	653665	ENSG00000229605
HGNC:35568	RPL21P94	ribosomal protein L21 pseudogene 94	100271425	100271425	
HGNC:36097	RPL21P95	ribosomal protein L21 pseudogene 95	100271427	100271427	
HGNC:36790	RPL21P96	ribosomal protein L21 pseudogene 96	100271428	100271428	
HGNC:36223	RPL21P97	ribosomal protein L21 pseudogene 97	387753	387753	
HGNC:36397	RPL21P98	ribosomal protein L21 pseudogene 98	653079	653079	
HGNC:36628	RPL21P99	ribosomal protein L21 pseudogene 99	100271429	100271429	ENSG00000242986
HGNC:36048	RPL21P100	ribosomal protein L21 pseudogene 100	100271430	100271430	
HGNC:35733	RPL21P101	ribosomal protein L21 pseudogene 101	100271431	100271431	
HGNC:36295	RPL21P102	ribosomal protein L21 pseudogene 102	100271432	100271432	
HGNC:36732	RPL21P103	ribosomal protein L21 pseudogene 103	100271433	100271433	ENSG00000241423
HGNC:36918	RPL21P104	ribosomal protein L21 pseudogene 104	100271435	100271435	ENSG00000242922
HGNC:36304	RPL21P105	ribosomal protein L21 pseudogene 105	728693	728693	
HGNC:36188	RPL21P106	ribosomal protein L21 pseudogene 106	643264	643264	ENSG00000239201
HGNC:36313	RPL21P107	ribosomal protein L21 pseudogene 107	644627	644627	ENSG00000225239
HGNC:35496	RPL21P108	ribosomal protein L21 pseudogene 108	100271434	100271434	ENSG00000232701
HGNC:36388	RPL21P109	ribosomal protein L21 pseudogene 109	100271437	100271437	ENSG00000237816
HGNC:35627	RPL21P110	ribosomal protein L21 pseudogene 110	100271438	100271438	ENSG00000226617
HGNC:36564	RPL21P111	ribosomal protein L21 pseudogene 111	100271439	100271439	ENSG00000237109
HGNC:36526	RPL21P112	ribosomal protein L21 pseudogene 112	100270753	100270753	ENSG00000237924
HGNC:36563	RPL21P113	ribosomal protein L21 pseudogene 113	100271440	100271440	
HGNC:36776	RPL21P114	ribosomal protein L21 pseudogene 114	100271441	100271441	
HGNC:35878	RPL21P115	ribosomal protein L21 pseudogene 115	100271443	100271443	
HGNC:36101	RPL21P116	ribosomal protein L21 pseudogene 116	100271444	100271444	ENSG00000243711
HGNC:35987	RPL21P117	ribosomal protein L21 pseudogene 117	729241	729241	
HGNC:35954	RPL21P118	ribosomal protein L21 pseudogene 118	100271446	100271446	
HGNC:35614	RPL21P119	ribosomal protein L21 pseudogene 119	653737	653737	ENSG00000220793
HGNC:35743	RPL21P120	ribosomal protein L21 pseudogene 120	731688	731688	ENSG00000244582
HGNC:36429	RPL21P121	ribosomal protein L21 pseudogene 121	100271445	100271445	ENSG00000237382
HGNC:36990	RPL21P122	ribosomal protein L21 pseudogene 122	100271447	100271447	
HGNC:35691	RPL21P123	ribosomal protein L21 pseudogene 123	100271448	100271448	ENSG00000240531
HGNC:36060	RPL21P124	ribosomal protein L21 pseudogene 124	100271450	100271450	
HGNC:36039	RPL21P125	ribosomal protein L21 pseudogene 125	100129685	100129685	
HGNC:35959	RPL21P126	ribosomal protein L21 pseudogene 126	100271449	100271449	ENSG00000242320
HGNC:36099	RPL21P127	ribosomal protein L21 pseudogene 127	100271452	100271452	ENSG00000243720
HGNC:36311	RPL21P128	ribosomal protein L21 pseudogene 128	440487	440487	
HGNC:36747	RPL21P129	ribosomal protein L21 pseudogene 129	100271451	100271451	ENSG00000242636
HGNC:36453	RPL21P130	ribosomal protein L21 pseudogene 130	100271453	100271453	
HGNC:36428	RPL21P131	ribosomal protein L21 pseudogene 131	388532	388532	ENSG00000232429
HGNC:35865	RPL21P132	ribosomal protein L21 pseudogene 132	100271390	100271390	ENSG00000183911
HGNC:36003	RPL21P133	ribosomal protein L21 pseudogene 133	100271391	100271391	ENSG00000236509
HGNC:36006	RPL21P134	ribosomal protein L21 pseudogene 134	728782	728782	ENSG00000233254
HGNC:44539	RPL21P135	ribosomal protein L21 pseudogene 135	100419391	100419391	ENSG00000235482
HGNC:49854	RPL21P136	ribosomal protein L21 pseudogene 136	100419521	100419521	ENSG00000271215
HGNC:10315	RPL22	ribosomal protein L22	6146	6146	ENSG00000116251
HGNC:27610	RPL22L1	ribosomal protein L22 like 1	200916	200916	ENSG00000163584
HGNC:17998	RPL22P1	ribosomal protein L22 pseudogene 1	125371	125371	ENSG00000213178
HGNC:19794	RPL22P2	ribosomal protein L22 pseudogene 2	326292	326292	ENSG00000241081
HGNC:36804	RPL22P3	ribosomal protein L22 pseudogene 3	729662	729662	ENSG00000226457
HGNC:36299	RPL22P4	ribosomal protein L22 pseudogene 4	100129102	100129102	ENSG00000225483
HGNC:37022	RPL22P5	ribosomal protein L22 pseudogene 5	100132479	100132479	ENSG00000268074
HGNC:36473	RPL22P6	ribosomal protein L22 pseudogene 6	100132047	100132047	ENSG00000268993
HGNC:35602	RPL22P7	ribosomal protein L22 pseudogene 7	100129819	100129819	ENSG00000234559
HGNC:36782	RPL22P8	ribosomal protein L22 pseudogene 8	100270957	100270957	ENSG00000237745
HGNC:36559	RPL22P10	ribosomal protein L22 pseudogene 10	100128408	100128408	ENSG00000213295
HGNC:35603	RPL22P11	ribosomal protein L22 pseudogene 11	402100	402100	ENSG00000233707
HGNC:36345	RPL22P12	ribosomal protein L22 pseudogene 12	727747	727747	ENSG00000216867
HGNC:36352	RPL22P13	ribosomal protein L22 pseudogene 13	442108	442108	ENSG00000242670
HGNC:35990	RPL22P14	ribosomal protein L22 pseudogene 14	100270960	100270960	ENSG00000218300
HGNC:36182	RPL22P15~withdrawn	symbol withdrawn, see RPL22P11			
HGNC:36536	RPL22P16	ribosomal protein L22 pseudogene 16	100270959	100270959	ENSG00000213935
HGNC:36985	RPL22P17	ribosomal protein L22 pseudogene 17	100271289	100271289	ENSG00000235266
HGNC:36232	RPL22P18	ribosomal protein L22 pseudogene 18	100271290	100271290	ENSG00000230171
HGNC:36567	RPL22P19	ribosomal protein L22 pseudogene 19	644022	644022	ENSG00000241129
HGNC:36281	RPL22P20	ribosomal protein L22 pseudogene 20	100128664	100128664	ENSG00000239200
HGNC:35547	RPL22P21	ribosomal protein L22 pseudogene 21	100271455	100271455	ENSG00000233979
HGNC:36109	RPL22P22	ribosomal protein L22 pseudogene 22	100130922	100130922	ENSG00000213653
HGNC:53759	RPL22P23	ribosomal protein L22 pseudogene 23	100289184	100289184	ENSG00000232379
HGNC:53758	RPL22P24	ribosomal protein L22 pseudogene 24	100129295	100129295	ENSG00000231084
HGNC:10316	RPL23	ribosomal protein L23	9349	9349	ENSG00000125691
HGNC:10317	RPL23A	ribosomal protein L23a	6147	6147	ENSG00000198242
HGNC:10318	RPL23AP1	ribosomal protein L23a pseudogene 1	6148	6148	ENSG00000239257
HGNC:10319	RPL23AP2	ribosomal protein L23a pseudogene 2	401904	401904	ENSG00000225067
HGNC:10320	RPL23AP3	ribosomal protein L23a pseudogene 3	8489	8489	ENSG00000214914
HGNC:10321	RPL23AP4	ribosomal protein L23a pseudogene 4	54029	54029	ENSG00000212932
HGNC:14194	RPL23AP5	ribosomal protein L23a pseudogene 5	729480	729480	
HGNC:16555	RPL23AP6	ribosomal protein L23a pseudogene 6	128709	128709	ENSG00000214835
HGNC:17336	RPL23AP7	ribosomal protein L23a pseudogene 7	118433	118433	ENSG00000240356
HGNC:23543	RPL23AP8	ribosomal protein L23a pseudogene 8	641614	641614	ENSG00000241582
HGNC:23544	RPL23AP9~withdrawn	symbol withdrawn, see RPL23AP8			
HGNC:19804	RPL23AP10	ribosomal protein L23a pseudogene 10	326293	326293	ENSG00000240051
HGNC:19808	RPL23AP11	ribosomal protein L23a pseudogene 11	326294	326294	ENSG00000230988
HGNC:23840	RPL23AP12	ribosomal protein L23a pseudogene 12	391282	391282	ENSG00000228861
HGNC:21007	RPL23AP14	ribosomal protein L23a pseudogene 14	341511	341511	ENSG00000224438
HGNC:36486	RPL23AP15	ribosomal protein L23a pseudogene 15	391175	391175	ENSG00000230841
HGNC:36652	RPL23AP16	ribosomal protein L23a pseudogene 16	647201	647201	ENSG00000228190
HGNC:35904	RPL23AP17	ribosomal protein L23a pseudogene 17	100271138	100271138	ENSG00000215893
HGNC:36726	RPL23AP18	ribosomal protein L23a pseudogene 18	728134	728134	ENSG00000225338
HGNC:36708	RPL23AP19	ribosomal protein L23a pseudogene 19	100131143	100131143	ENSG00000229716
HGNC:36622	RPL23AP20	ribosomal protein L23a pseudogene 20	645962	645962	ENSG00000235990
HGNC:35827	RPL23AP21	ribosomal protein L23a pseudogene 21	728481	728481	
HGNC:35505	RPL23AP22	ribosomal protein L23a pseudogene 22	100271291	100271291	ENSG00000237213
HGNC:36272	RPL23AP23	ribosomal protein L23a pseudogene 23	100271292	100271292	ENSG00000236863
HGNC:36176	RPL23AP24	ribosomal protein L23a pseudogene 24	728517	728517	ENSG00000236679
HGNC:35672	RPL23AP25	ribosomal protein L23a pseudogene 25	653789	653789	ENSG00000233084
HGNC:35592	RPL23AP26	ribosomal protein L23a pseudogene 26	391490	391490	ENSG00000228884
HGNC:36497	RPL23AP27	ribosomal protein L23a pseudogene 27	100271456	100271456	ENSG00000225669
HGNC:36727	RPL23AP28	ribosomal protein L23a pseudogene 28	100271457	100271457	ENSG00000226331
HGNC:36355	RPL23AP29	ribosomal protein L23a pseudogene 29	100271458	100271458	ENSG00000214024
HGNC:35617	RPL23AP30	ribosomal protein L23a pseudogene 30	100271459	100271459	ENSG00000226658
HGNC:35777	RPL23AP31	ribosomal protein L23a pseudogene 31	100271460	100271460	ENSG00000232625
HGNC:25345	RPL23AP32	ribosomal protein L23a pseudogene 32	56969	56969	ENSG00000237887
HGNC:36946	RPL23AP33	ribosomal protein L23a pseudogene 33	100271293	100271293	ENSG00000237824
HGNC:36035	RPL23AP34	ribosomal protein L23a pseudogene 34	100271294	100271294	ENSG00000225991
HGNC:36580	RPL23AP35	ribosomal protein L23a pseudogene 35	100271295	100271295	ENSG00000232568
HGNC:35685	RPL23AP36	ribosomal protein L23a pseudogene 36	100271296	100271296	ENSG00000225124
HGNC:35664	RPL23AP37	ribosomal protein L23a pseudogene 37	130773	130773	ENSG00000236148
HGNC:36351	RPL23AP38	ribosomal protein L23a pseudogene 38	391504	391504	ENSG00000184423
HGNC:36470	RPL23AP39	ribosomal protein L23a pseudogene 39	100271461	100271461	ENSG00000214074
HGNC:35587	RPL23AP40	ribosomal protein L23a pseudogene 40	100271462	100271462	ENSG00000242321
HGNC:35634	RPL23AP41	ribosomal protein L23a pseudogene 41	646685	646685	ENSG00000224085
HGNC:35942	RPL23AP42	ribosomal protein L23a pseudogene 42	647099	647099	ENSG00000234851
HGNC:35751	RPL23AP43	ribosomal protein L23a pseudogene 43	389101	389101	ENSG00000227337
HGNC:35955	RPL23AP44	ribosomal protein L23a pseudogene 44	391825	391825	ENSG00000244088
HGNC:36896	RPL23AP45	ribosomal protein L23a pseudogene 45	729764	729764	ENSG00000213285
HGNC:35894	RPL23AP46	ribosomal protein L23a pseudogene 46	442260	442260	ENSG00000213122
HGNC:36576	RPL23AP47	ribosomal protein L23a pseudogene 47	729277	729277	ENSG00000219814
HGNC:36110	RPL23AP48	ribosomal protein L23a pseudogene 48	728567	728567	ENSG00000219135
HGNC:35689	RPL23AP49	ribosomal protein L23a pseudogene 49	653236	653236	ENSG00000243422
HGNC:35958	RPL23AP50	ribosomal protein L23a pseudogene 50	728106	728106	ENSG00000232778
HGNC:36040	RPL23AP51	ribosomal protein L23a pseudogene 51	100271464	100271464	
HGNC:36723	RPL23AP52	ribosomal protein L23a pseudogene 52	100271465	100271465	ENSG00000230370
HGNC:35921	RPL23AP53	ribosomal protein L23a pseudogene 53	644128	644128	ENSG00000223508
HGNC:36689	RPL23AP54	ribosomal protein L23a pseudogene 54	100271466	100271466	ENSG00000240486
HGNC:35997	RPL23AP55	ribosomal protein L23a pseudogene 55	100271467	100271467	ENSG00000243265
HGNC:35516	RPL23AP56	ribosomal protein L23a pseudogene 56	645809	645809	ENSG00000244413
HGNC:36971	RPL23AP57	ribosomal protein L23a pseudogene 57	648294	648294	ENSG00000206147
HGNC:36138	RPL23AP58	ribosomal protein L23a pseudogene 58	100271616	100271616	ENSG00000228657
HGNC:36920	RPL23AP59	ribosomal protein L23a pseudogene 59	100271618	100271618	ENSG00000215002
HGNC:35966	RPL23AP60	ribosomal protein L23a pseudogene 60	728933	728933	ENSG00000213147
HGNC:36016	RPL23AP61	ribosomal protein L23a pseudogene 61	728484	728484	ENSG00000280012
HGNC:36276	RPL23AP62	ribosomal protein L23a pseudogene 62	100271617	100271617	ENSG00000213233
HGNC:35502	RPL23AP63	ribosomal protein L23a pseudogene 63	729798	729798	ENSG00000243721
HGNC:36552	RPL23AP64	ribosomal protein L23a pseudogene 64	649946	649946	ENSG00000240970
HGNC:36289	RPL23AP65	ribosomal protein L23a pseudogene 65	440027	440027	ENSG00000243964
HGNC:35940	RPL23AP66	ribosomal protein L23a pseudogene 66	100271620	100271620	ENSG00000243141
HGNC:36658	RPL23AP67	ribosomal protein L23a pseudogene 67	100271622	100271622	ENSG00000240991
HGNC:35489	RPL23AP68	ribosomal protein L23a pseudogene 68	100130555	100130555	ENSG00000242850
HGNC:36625	RPL23AP69	ribosomal protein L23a pseudogene 69	100271623	100271623	ENSG00000235315
HGNC:36030	RPL23AP70	ribosomal protein L23a pseudogene 70	100271619	100271619	ENSG00000241052
HGNC:36908	RPL23AP71	ribosomal protein L23a pseudogene 71	644384	644384	ENSG00000237450
HGNC:35736	RPL23AP72	ribosomal protein L23a pseudogene 72	100271621	100271621	ENSG00000239840
HGNC:36443	RPL23AP73	ribosomal protein L23a pseudogene 73	100271625	100271625	ENSG00000244283
HGNC:36148	RPL23AP74	ribosomal protein L23a pseudogene 74	729617	729617	ENSG00000227694
HGNC:35975	RPL23AP75	ribosomal protein L23a pseudogene 75	728207	728207	ENSG00000240125
HGNC:36555	RPL23AP76	ribosomal protein L23a pseudogene 76	441781	441781	ENSG00000226156
HGNC:36354	RPL23AP77	ribosomal protein L23a pseudogene 77	728538	728538	ENSG00000267301
HGNC:35518	RPL23AP78	ribosomal protein L23a pseudogene 78	100271624	100271624	ENSG00000269244
HGNC:36226	RPL23AP79	ribosomal protein L23a pseudogene 79	100271626	100271626	
HGNC:36956	RPL23AP80	ribosomal protein L23a pseudogene 80	390949	390949	ENSG00000213035
HGNC:36246	RPL23AP81	ribosomal protein L23a pseudogene 81	100271627	100271627	ENSG00000242748
HGNC:33730	RPL23AP82	ribosomal protein L23a pseudogene 82	284942	284942	ENSG00000184319
HGNC:35846	RPL23AP83	ribosomal protein L23a pseudogene 83	100131846	100131846	ENSG00000234135
HGNC:51575	RPL23AP84	ribosomal protein L23a pseudogene 84		102723981	ENSG00000261914
HGNC:51576	RPL23AP85	ribosomal protein L23a pseudogene 85	100419650	100419650	ENSG00000224980
HGNC:51577	RPL23AP86	ribosomal protein L23a pseudogene 86	100507357	100507357	ENSG00000262959
HGNC:51578	RPL23AP87	ribosomal protein L23a pseudogene 87	388574	388574	ENSG00000232938
HGNC:51579	RPL23AP88	ribosomal protein L23a pseudogene 88	100289034	100289034	ENSG00000271153
HGNC:51623	RPL23AP89	ribosomal protein L23a pseudogene 89		106480336	ENSG00000227875
HGNC:51624	RPL23AP90	ribosomal protein L23a pseudogene 90		106480690	ENSG00000271415
HGNC:51625	RPL23AP91	ribosomal protein L23a pseudogene 91		106480337	ENSG00000260965
HGNC:51627	RPL23AP92	ribosomal protein L23a pseudogene 92		106481731	ENSG00000270723
HGNC:51628	RPL23AP93	ribosomal protein L23a pseudogene 93	100288802	100288802	ENSG00000232873
HGNC:51629	RPL23AP94	ribosomal protein L23a pseudogene 94		106481971	ENSG00000248439
HGNC:51630	RPL23AP95	ribosomal protein L23a pseudogene 95		106480338	ENSG00000236848
HGNC:51631	RPL23AP96	ribosomal protein L23a pseudogene 96	392181	392181	ENSG00000250752
HGNC:51632	RPL23AP97	ribosomal protein L23a pseudogene 97	102723647	102723647	ENSG00000260615
HGNC:14421	RPL23L~withdrawn	symbol withdrawn, see MRPL23			
HGNC:10323	RPL23P1~withdrawn	entry withdrawn			
HGNC:10324	RPL23P2	ribosomal protein L23 pseudogene 2	54028	54028	ENSG00000176054
HGNC:35988	RPL23P3	ribosomal protein L23 pseudogene 3	100130630	100130630	
HGNC:36678	RPL23P4	ribosomal protein L23 pseudogene 4	100270961	100270961	ENSG00000223903
HGNC:35747	RPL23P5	ribosomal protein L23 pseudogene 5	402120	402120	
HGNC:35554	RPL23P6	ribosomal protein L23 pseudogene 6	646949	646949	
HGNC:36215	RPL23P7	ribosomal protein L23 pseudogene 7	442659	442659	
HGNC:36225	RPL23P8	ribosomal protein L23 pseudogene 8	222901	222901	ENSG00000219451
HGNC:36853	RPL23P9	ribosomal protein L23 pseudogene 9	100129377	100129377	
HGNC:36177	RPL23P10	ribosomal protein L23 pseudogene 10	100270962	100270962	ENSG00000244708
HGNC:36457	RPL23P11	ribosomal protein L23 pseudogene 11	100271297	100271297	ENSG00000226407
HGNC:10325	RPL24	ribosomal protein L24	6152	6152	ENSG00000114391
HGNC:16592	RPL24P1~withdrawn	symbol withdrawn, see RSL24D1P6			
HGNC:16597	RPL24P2	ribosomal protein L24 pseudogene 2	140760	140760	ENSG00000235065
HGNC:19784	RPL24P3	ribosomal protein L24 pseudogene 3	145235	145235	
HGNC:21371	RPL24P4	ribosomal protein L24 pseudogene 4	377381	377381	ENSG00000181524
HGNC:36102	RPL24P5	ribosomal protein L24 pseudogene 5	100129017	100129017	
HGNC:36637	RPL24P6	ribosomal protein L24 pseudogene 6	100129808	100129808	
HGNC:36862	RPL24P7	ribosomal protein L24 pseudogene 7	100270963	100270963	ENSG00000215016
HGNC:36409	RPL24P8	ribosomal protein L24 pseudogene 8	100270964	100270964	ENSG00000236801
HGNC:10326	RPL25P1~withdrawn	entry withdrawn			
HGNC:10327	RPL26	ribosomal protein L26	6154	6154	ENSG00000161970
HGNC:17050	RPL26L1	ribosomal protein L26 like 1	51121	51121	ENSG00000037241
HGNC:19773	RPL26P2	ribosomal protein L26 pseudogene 2	326297	326297	
HGNC:19776	RPL26P3	ribosomal protein L26 pseudogene 3	326298	326298	ENSG00000240179
HGNC:19807	RPL26P4	ribosomal protein L26 pseudogene 4	283603	283603	
HGNC:31031	RPL26P5	ribosomal protein L26 pseudogene 5	654386	654386	
HGNC:34023	RPL26P6	ribosomal protein L26 pseudogene 6	100131526	100131526	ENSG00000229659
HGNC:37030	RPL26P7	ribosomal protein L26 pseudogene 7	100270883	100270883	
HGNC:36192	RPL26P8	ribosomal protein L26 pseudogene 8	100270884	100270884	
HGNC:36180	RPL26P9	ribosomal protein L26 pseudogene 9	100270885	100270885	ENSG00000226128
HGNC:36323	RPL26P10	ribosomal protein L26 pseudogene 10	100270886	100270886	
HGNC:35768	RPL26P11	ribosomal protein L26 pseudogene 11	730070	730070	
HGNC:36025	RPL26P12	ribosomal protein L26 pseudogene 12	391126	391126	
HGNC:36639	RPL26P13	ribosomal protein L26 pseudogene 13	130865	130865	
HGNC:36184	RPL26P14	ribosomal protein L26 pseudogene 14	100133235	100133235	
HGNC:35512	RPL26P15	ribosomal protein L26 pseudogene 15	100270965	100270965	
HGNC:36098	RPL26P16	ribosomal protein L26 pseudogene 16	646966	646966	
HGNC:35662	RPL26P17	ribosomal protein L26 pseudogene 17	100128318	100128318	
HGNC:36579	RPL26P18	ribosomal protein L26 pseudogene 18	100270968	100270968	
HGNC:36393	RPL26P19	ribosomal protein L26 pseudogene 19	441073	441073	ENSG00000226221
HGNC:35933	RPL26P20	ribosomal protein L26 pseudogene 20	100271191	100271191	ENSG00000219722
HGNC:35497	RPL26P21	ribosomal protein L26 pseudogene 21	646161	646161	
HGNC:36244	RPL26P22	ribosomal protein L26 pseudogene 22	643101	643101	
HGNC:36634	RPL26P23	ribosomal protein L26 pseudogene 23	100129517	100129517	
HGNC:35774	RPL26P24	ribosomal protein L26 pseudogene 24	728311	728311	
HGNC:36383	RPL26P25	ribosomal protein L26 pseudogene 25	100270966	100270966	
HGNC:35693	RPL26P26	ribosomal protein L26 pseudogene 26	100270967	100270967	ENSG00000242595
HGNC:36735	RPL26P27	ribosomal protein L26 pseudogene 27	100271471	100271471	ENSG00000226493
HGNC:35776	RPL26P28	ribosomal protein L26 pseudogene 28	100130983	100130983	ENSG00000223987
HGNC:36135	RPL26P29	ribosomal protein L26 pseudogene 29	100131788	100131788	ENSG00000234806
HGNC:36733	RPL26P30	ribosomal protein L26 pseudogene 30	653147	653147	ENSG00000236264
HGNC:36907	RPL26P31	ribosomal protein L26 pseudogene 31	100271469	100271469	ENSG00000242807
HGNC:36448	RPL26P32	ribosomal protein L26 pseudogene 32	400055	400055	
HGNC:36755	RPL26P33	ribosomal protein L26 pseudogene 33	100132547	100132547	
HGNC:36249	RPL26P34	ribosomal protein L26 pseudogene 34	100271470	100271470	ENSG00000225404
HGNC:36278	RPL26P35	ribosomal protein L26 pseudogene 35	100128115	100128115	ENSG00000244229
HGNC:36685	RPL26P36	ribosomal protein L26 pseudogene 36	392501	392501	
HGNC:36004	RPL26P37	ribosomal protein L26 pseudogene 37	441533	441533	ENSG00000235175
HGNC:10328	RPL27	ribosomal protein L27	6155	6155	ENSG00000131469
HGNC:10329	RPL27A	ribosomal protein L27a	6157	6157	ENSG00000166441
HGNC:16250	RPL27AP	ribosomal protein L27a pseudogene	128481	128481	ENSG00000215467
HGNC:36238	RPL27AP2	ribosomal protein L27a pseudogene 2	391124	391124	
HGNC:35553	RPL27AP3	ribosomal protein L27a pseudogene 3	100271298	100271298	
HGNC:36262	RPL27AP4	ribosomal protein L27a pseudogene 4	100271299	100271299	
HGNC:36420	RPL27AP5	ribosomal protein L27a pseudogene 5	100271300	100271300	ENSG00000182383
HGNC:35977	RPL27AP6	ribosomal protein L27a pseudogene 6	389435	389435	
HGNC:36064	RPL27AP7	ribosomal protein L27a pseudogene 7	100271301	100271301	
HGNC:36544	RPL27AP8	ribosomal protein L27a pseudogene 8	100271605	100271605	ENSG00000229423
HGNC:19668	RPL27P1	ribosomal protein L27 pseudogene 1	326299	326299	
HGNC:36948	RPL27P2	ribosomal protein L27 pseudogene 2	646446	646446	
HGNC:35503	RPL27P4	ribosomal protein L27 pseudogene 4	646624	646624	
HGNC:36120	RPL27P5	ribosomal protein L27 pseudogene 5	100270969	100270969	
HGNC:36330	RPL27P6	ribosomal protein L27 pseudogene 6	647112	647112	
HGNC:36107	RPL27P7	ribosomal protein L27 pseudogene 7	100129234	100129234	
HGNC:36012	RPL27P8	ribosomal protein L27 pseudogene 8	729332	729332	
HGNC:36874	RPL27P9	ribosomal protein L27 pseudogene 9	100270970	100270970	
HGNC:35494	RPL27P10	ribosomal protein L27 pseudogene 10	202122	202122	
HGNC:36533	RPL27P11	ribosomal protein L27 pseudogene 11	442723	442723	
HGNC:36736	RPL27P12	ribosomal protein L27 pseudogene 12	100271302	100271302	ENSG00000239215
HGNC:10330	RPL28	ribosomal protein L28	6158	6158	ENSG00000108107
HGNC:31359	RPL28P1	ribosomal protein L28 pseudogene 1	402149	402149	
HGNC:36234	RPL28P2	ribosomal protein L28 pseudogene 2	100270971	100270971	
HGNC:35973	RPL28P3	ribosomal protein L28 pseudogene 3	391828	391828	
HGNC:36618	RPL28P4	ribosomal protein L28 pseudogene 4	441726	441726	
HGNC:35766	RPL28P5	ribosomal protein L28 pseudogene 5	729279	729279	
HGNC:10331	RPL29	ribosomal protein L29	6159	6159	ENSG00000162244
HGNC:21593	RPL29P1	ribosomal protein L29 pseudogene 1	134756	134756	
HGNC:17334	RPL29P2	ribosomal protein L29 pseudogene 2	118432	118432	ENSG00000240480
HGNC:23565	RPL29P3	ribosomal protein L29 pseudogene 3	729042	729042	ENSG00000243730
HGNC:21482	RPL29P4	ribosomal protein L29 pseudogene 4	387101	387101	
HGNC:36786	RPL29P5	ribosomal protein L29 pseudogene 5	646417	646417	
HGNC:36627	RPL29P6	ribosomal protein L29 pseudogene 6	391019	391019	
HGNC:36859	RPL29P7	ribosomal protein L29 pseudogene 7	100270972	100270972	ENSG00000213063
HGNC:37026	RPL29P8	ribosomal protein L29 pseudogene 8	100131991	100131991	
HGNC:35729	RPL29P9	ribosomal protein L29 pseudogene 9	647285	647285	
HGNC:36054	RPL29P10~withdrawn	symbol withdrawn, see RPL29			
HGNC:36905	RPL29P11	ribosomal protein L29 pseudogene 11	100131713	100131713	ENSG00000224858
HGNC:36608	RPL29P12	ribosomal protein L29 pseudogene 12	283412	283412	ENSG00000224993
HGNC:36461	RPL29P13	ribosomal protein L29 pseudogene 13	391738	391738	
HGNC:36687	RPL29P14	ribosomal protein L29 pseudogene 14	100270974	100270974	ENSG00000241112
HGNC:36159	RPL29P15	ribosomal protein L29 pseudogene 15	728820	728820	
HGNC:36898	RPL29P16	ribosomal protein L29 pseudogene 16	100131206	100131206	
HGNC:36910	RPL29P17	ribosomal protein L29 pseudogene 17	645224	645224	
HGNC:36327	RPL29P18	ribosomal protein L29 pseudogene 18	644103	644103	
HGNC:35508	RPL29P19	ribosomal protein L29 pseudogene 19	389655	389655	ENSG00000224594
HGNC:36682	RPL29P20	ribosomal protein L29 pseudogene 20	100129332	100129332	
HGNC:36322	RPL29P21	ribosomal protein L29 pseudogene 21	732199	732199	
